audio_id,file_name,category,resolved_path,mfcc_01_mean,mfcc_01_std,mfcc_02_mean,mfcc_02_std,mfcc_03_mean,mfcc_03_std,mfcc_04_mean,mfcc_04_std,mfcc_05_mean,mfcc_05_std,mfcc_06_mean,mfcc_06_std,mfcc_07_mean,mfcc_07_std,mfcc_08_mean,mfcc_08_std,mfcc_09_mean,mfcc_09_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std
audio_0350,audio_0350.mp3,ambient,..\..\data\raw\audio\audio_0350.mp3,-346.9224853515625,20.00684356689453,173.49668884277344,17.33754539489746,17.388891220092773,7.895572662353516,0.9200628399848938,7.299379825592041,-13.568026542663574,5.500336647033691,18.784191131591797,4.99552059173584,9.48522663116455,4.757816314697266,13.679776191711426,4.9823713302612305,5.116674900054932,4.246325492858887,9.791327476501465,4.085209369659424,4.381597518920898,4.251495361328125,7.410045623779297,4.019484996795654,3.2767117023468018,3.951425075531006
audio_0351,audio_0351.mp3,ambient,..\..\data\raw\audio\audio_0351.mp3,-266.9637451171875,25.230880737304688,80.00565338134766,23.30942153930664,1.6403582096099854,21.83956527709961,60.73541259765625,20.40874671936035,-7.9733452796936035,18.82459259033203,12.828219413757324,16.68290138244629,6.348860740661621,15.695371627807617,9.237034797668457,15.053008079528809,0.37797707319259644,12.297139167785645,7.626812934875488,14.794095039367676,3.272249698638916,13.982562065124512,13.380727767944336,11.234081268310547,5.408000469207764,9.4051513671875
audio_0352,audio_0352.mp3,ambient,..\..\data\raw\audio\audio_0352.mp3,-445.21630859375,25.82501220703125,-51.71996307373047,9.44596004486084,63.69271469116211,8.696894645690918,3.98452091217041,6.2987871170043945,4.836413860321045,5.300727844238281,29.14151382446289,5.446938991546631,-13.09675121307373,5.802248477935791,16.986072540283203,4.374353885650635,13.145575523376465,3.6593730449676514,3.4611737728118896,3.732790946960449,9.992913246154785,3.4995946884155273,11.86618709564209,4.304234981536865,11.389098167419434,3.40285587310791
audio_0353,audio_0353.mp3,ambient,..\..\data\raw\audio\audio_0353.mp3,-391.88507080078125,21.692955017089844,82.1987533569336,16.733022689819336,38.30390930175781,12.692938804626465,57.6907844543457,12.118240356445312,-19.651124954223633,9.486028671264648,33.920021057128906,13.498117446899414,4.254708766937256,12.485981941223145,16.622169494628906,11.263257026672363,7.052952289581299,9.986767768859863,10.011418342590332,9.412653923034668,9.259841918945312,9.22157096862793,9.93968677520752,8.107934951782227,10.231444358825684,7.748533248901367
audio_0354,audio_0354.mp3,ambient,..\..\data\raw\audio\audio_0354.mp3,-372.77587890625,13.966264724731445,129.7666778564453,10.425923347473145,30.18132209777832,5.222352027893066,6.964596271514893,5.693462371826172,-6.573164463043213,4.772871494293213,8.943334579467773,3.7308173179626465,-0.7512492537498474,4.8205060958862305,2.3028602600097656,3.785186529159546,-2.1730167865753174,3.5441172122955322,2.641118288040161,3.6943199634552,-0.9540530443191528,3.6290032863616943,3.944528341293335,3.5187487602233887,2.41908597946167,3.592331647872925
audio_0355,audio_0355.mp3,ambient,..\..\data\raw\audio\audio_0355.mp3,-348.8575439453125,8.090242385864258,119.32355499267578,8.772123336791992,30.533308029174805,4.338245868682861,11.505967140197754,4.20051908493042,-11.921319961547852,4.188607692718506,8.097639083862305,3.7997241020202637,-4.244542121887207,3.9779458045959473,2.4613583087921143,4.072875499725342,-4.190500736236572,3.429328680038452,2.071324110031128,3.548856019973755,-2.5650851726531982,3.293041467666626,3.5007593631744385,3.2687525749206543,1.3809617757797241,3.4652352333068848
audio_0356,audio_0356.mp3,ambient,..\..\data\raw\audio\audio_0356.mp3,-368.82769775390625,22.626243591308594,61.73779296875,20.61464500427246,36.36410903930664,11.84306812286377,70.17914581298828,13.813488960266113,-33.27358627319336,14.70471477508545,36.28266906738281,12.901253700256348,5.468571662902832,10.887357711791992,10.262035369873047,12.004932403564453,8.654026985168457,11.754105567932129,12.694377899169922,9.217183113098145,6.172289848327637,8.263668060302734,12.77173900604248,8.237122535705566,7.5981125831604,7.212946891784668
audio_0357,audio_0357.mp3,ambient,..\..\data\raw\audio\audio_0357.mp3,-261.6376647949219,25.313222885131836,67.55569458007812,23.338281631469727,-5.26066255569458,17.077617645263672,59.7596321105957,18.54033088684082,-15.19740104675293,16.210979461669922,14.229458808898926,15.647695541381836,14.026034355163574,17.90450668334961,7.7319536209106445,14.488251686096191,5.02254056930542,13.300333023071289,14.027718544006348,13.482854843139648,1.5520670413970947,12.120482444763184,13.851739883422852,10.583672523498535,4.084167957305908,11.214043617248535
audio_0358,audio_0358.mp3,ambient,..\..\data\raw\audio\audio_0358.mp3,-311.0649719238281,43.44382095336914,100.23932647705078,26.430173873901367,-9.913914680480957,18.009830474853516,24.026769638061523,24.171607971191406,3.4629065990448,8.326414108276367,4.332756519317627,12.168813705444336,10.246500015258789,11.485438346862793,10.491591453552246,7.310288906097412,1.845068097114563,9.446772575378418,16.55908966064453,11.108007431030273,-0.1643989086151123,8.670021057128906,9.622797012329102,7.971388339996338,0.4589700996875763,5.935024738311768
audio_0359,audio_0359.mp3,ambient,..\..\data\raw\audio\audio_0359.mp3,-182.25636291503906,13.053871154785156,121.9317398071289,9.130824089050293,-3.199911117553711,8.164461135864258,24.438268661499023,11.758794784545898,-14.552618026733398,8.85787296295166,6.054320812225342,7.433190822601318,3.434262990951538,6.6266045570373535,-3.2800207138061523,6.6188812255859375,1.7554231882095337,5.741135597229004,6.325571060180664,5.107473373413086,-5.128950119018555,5.039935111999512,5.80303955078125,4.636000633239746,-2.418919324874878,4.482469081878662
audio_0360,audio_0360.mp3,ambient,..\..\data\raw\audio\audio_0360.mp3,-425.87445068359375,169.50498962402344,93.76793670654297,31.91560173034668,-20.45207977294922,8.863873481750488,0.729281485080719,5.2651872634887695,-13.191902160644531,6.696779727935791,5.999690532684326,5.975193977355957,6.601656436920166,5.248416423797607,8.193439483642578,6.046006202697754,4.703292369842529,5.453165531158447,10.706595420837402,6.051658630371094,-1.3540364503860474,5.762165069580078,10.482401847839355,5.770174980163574,1.0061546564102173,4.47943639755249
audio_0361,audio_0361.mp3,ambient,..\..\data\raw\audio\audio_0361.mp3,-309.18707275390625,14.263893127441406,95.24569702148438,12.58076286315918,-25.844026565551758,12.517107009887695,41.21586227416992,12.558527946472168,-22.142702102661133,11.09890365600586,8.131068229675293,9.660340309143066,3.30184268951416,9.609691619873047,6.253754615783691,8.906229972839355,6.247885704040527,8.369067192077637,9.695237159729004,7.029428005218506,4.643177032470703,6.935455799102783,11.771322250366211,6.830944538116455,4.659256458282471,6.5431365966796875
audio_0362,audio_0362.mp3,ambient,..\..\data\raw\audio\audio_0362.mp3,-334.9824523925781,17.58529281616211,118.29315948486328,13.955962181091309,-16.144546508789062,12.053321838378906,42.15061569213867,15.847890853881836,-30.355274200439453,12.772809028625488,5.715855121612549,11.973686218261719,12.344659805297852,9.712606430053711,6.76069450378418,9.364319801330566,2.0931429862976074,8.645800590515137,6.025056838989258,9.037029266357422,4.986568450927734,7.958532810211182,11.168078422546387,7.263666152954102,3.9472713470458984,7.324500560760498
audio_0363,audio_0363.mp3,ambient,..\..\data\raw\audio\audio_0363.mp3,-317.1053161621094,21.665496826171875,106.43138122558594,25.98532485961914,-17.17011070251465,13.120372772216797,20.234628677368164,11.535415649414062,-35.8466796875,12.321407318115234,21.405805587768555,12.54139518737793,0.4840315878391266,12.304220199584961,8.123895645141602,11.84759521484375,-6.378632545471191,9.903035163879395,10.531427383422852,9.402145385742188,5.890626430511475,8.558892250061035,9.114995956420898,8.107791900634766,2.4386825561523438,7.343294620513916
audio_0364,audio_0364.mp3,ambient,..\..\data\raw\audio\audio_0364.mp3,-290.6112060546875,22.489381790161133,99.62865447998047,22.57209587097168,-14.317181587219238,12.228964805603027,50.54846954345703,16.8790340423584,-26.155105590820312,15.341620445251465,12.952905654907227,14.137213706970215,5.07430362701416,13.010903358459473,10.102320671081543,12.501757621765137,7.317056179046631,10.799468994140625,8.5054292678833,10.088591575622559,4.6616950035095215,8.525975227355957,11.602253913879395,9.311493873596191,6.0505218505859375,8.495878219604492
audio_0365,audio_0365.mp3,ambient,..\..\data\raw\audio\audio_0365.mp3,-321.92919921875,13.379691123962402,107.33305358886719,10.075838088989258,-20.14775276184082,10.462868690490723,43.177879333496094,10.389137268066406,-20.538301467895508,13.337835311889648,5.567698001861572,9.803304672241211,4.543379783630371,9.221224784851074,12.934113502502441,8.200541496276855,7.3232903480529785,7.188783645629883,7.064272880554199,6.971931457519531,2.688478708267212,6.7839460372924805,11.999227523803711,6.980649948120117,5.861847877502441,6.402528285980225
audio_0366,audio_0366.mp3,ambient,..\..\data\raw\audio\audio_0366.mp3,-380.0572509765625,29.922208786010742,81.59239196777344,28.731483459472656,-31.90987777709961,26.825536727905273,60.498443603515625,23.60881805419922,-26.224824905395508,25.21561622619629,11.34262752532959,22.372901916503906,3.9464995861053467,19.978925704956055,12.17707633972168,17.409257888793945,5.9886794090271,15.474054336547852,5.4270501136779785,14.462486267089844,5.038002967834473,12.229314804077148,11.172516822814941,11.977641105651855,9.323631286621094,11.31464672088623
audio_0367,audio_0367.mp3,ambient,..\..\data\raw\audio\audio_0367.mp3,-310.8670349121094,22.349342346191406,93.93594360351562,21.983036041259766,-20.866424560546875,18.144947052001953,49.110347747802734,17.27362060546875,-23.067174911499023,18.426071166992188,11.662248611450195,17.21074867248535,3.2129764556884766,15.7643404006958,12.333986282348633,13.284296989440918,5.506316184997559,12.08383560180664,7.2121405601501465,11.52563762664795,4.273318767547607,9.624444961547852,10.803609848022461,9.099030494689941,8.361958503723145,8.851923942565918
audio_0368,audio_0368.mp3,ambient,..\..\data\raw\audio\audio_0368.mp3,-683.7814331054688,125.78482818603516,84.19573974609375,65.89599609375,-6.922866344451904,31.272180557250977,-28.424549102783203,28.610637664794922,-20.585397720336914,15.839120864868164,-10.72968578338623,9.424543380737305,-5.677837371826172,9.37818431854248,-0.6845618486404419,6.039186954498291,2.4570677280426025,4.880722522735596,5.9296064376831055,4.060624599456787,8.504331588745117,4.969572067260742,10.185519218444824,5.439462184906006,10.230783462524414,5.3643574714660645
audio_0369,audio_0369.mp3,ambient,..\..\data\raw\audio\audio_0369.mp3,-314.533203125,16.35458755493164,67.88806915283203,14.539973258972168,14.579463958740234,12.52358341217041,19.149658203125,15.030632972717285,-25.704076766967773,12.455949783325195,-5.785458564758301,10.00893497467041,-3.8885912895202637,9.29076099395752,-10.827038764953613,8.271424293518066,-7.871226787567139,8.148574829101562,2.498284101486206,7.025390625,-13.420644760131836,7.194659233093262,-2.144667863845825,7.543735504150391,-5.452415943145752,6.8117995262146
audio_0370,audio_0370.mp3,ambient,..\..\data\raw\audio\audio_0370.mp3,-490.1907958984375,7.081790924072266,107.02047729492188,5.702390193939209,28.354476928710938,4.29046106338501,21.67485237121582,6.137814998626709,6.335200309753418,4.994107723236084,14.218141555786133,4.292966842651367,9.629850387573242,4.842573642730713,9.057761192321777,4.478067874908447,3.5943753719329834,4.237408638000488,6.576376438140869,4.116268634796143,2.2594046592712402,3.612755060195923,5.114123344421387,3.926823139190674,2.0302813053131104,3.818556785583496
audio_0371,audio_0371.mp3,ambient,..\..\data\raw\audio\audio_0371.mp3,-464.88287353515625,20.252702713012695,108.79813385009766,12.065177917480469,27.952720642089844,17.601524353027344,10.158870697021484,10.237003326416016,7.343020915985107,9.256823539733887,18.448835372924805,9.44505500793457,7.238678932189941,7.933741569519043,10.746421813964844,7.729679584503174,0.9650546908378601,5.228771209716797,4.0216965675354,5.420373916625977,3.4919729232788086,5.717264652252197,3.0439090728759766,6.110960006713867,1.6051160097122192,6.773223400115967
audio_0372,audio_0372.mp3,ambient,..\..\data\raw\audio\audio_0372.mp3,-475.69561767578125,10.214326858520508,110.3003158569336,4.771465301513672,36.13428497314453,8.262885093688965,18.68753433227539,5.989546775817871,13.229077339172363,4.242432594299316,11.903648376464844,5.3838372230529785,6.188037395477295,3.885869264602661,7.6564836502075195,4.839132308959961,1.9014999866485596,4.232769966125488,5.000682353973389,3.831162214279175,1.242540955543518,4.127673149108887,5.10938835144043,3.4618446826934814,0.5742809176445007,3.7201530933380127
audio_0373,audio_0373.mp3,ambient,..\..\data\raw\audio\audio_0373.mp3,-432.9085388183594,30.43258285522461,45.426414489746094,17.7059268951416,9.050220489501953,24.734907150268555,30.61484718322754,18.133621215820312,-10.645484924316406,15.744643211364746,37.25741195678711,15.677213668823242,-18.363136291503906,14.977524757385254,18.236352920532227,13.64377212524414,-6.939668655395508,13.958904266357422,16.123626708984375,12.826554298400879,-3.137416362762451,9.973342895507812,5.359427452087402,12.046416282653809,5.349872589111328,9.593460083007812
