x,y,z
0.0819321547605823,0.3549238267385644,0.020961200829424015
-0.10900103136993482,0.6813702796005515,0.17167670165489418
0.10591849737141537,0.8145134092085475,0.30531215473815515
0.065604993389662,0.4923071675585181,0.315637845455251
-0.14648397762705875,0.7245433975004624,0.181176731587754
-0.05801002517910189,0.7022548415437759,-0.2110808304190888
0.09233447428762628,0.31435406084744144,-0.11549497062414857
-0.0075724557131658585,0.03717181972746804,-0.2594173733980244
-0.08394084666915824,0.895939724755214,-0.11364114028977143
0.0803337539502488,0.4957279596604149,-0.22797273917071165
-0.05628366060302234,0.5130324944122143,0.29444512741736817
-0.12427890471318853,0.21552745806762508,0.16422138030525826
0.04226700906818425,0.5558636596161693,0.08280188181920106
0.03419600105180673,0.8489347106802236,0.0446091570889989
-0.05009876516374921,0.8240484756588404,0.19167249909776424
-0.08423197607315938,0.3736240974152744,0.15090733125954914
-0.01994540374087006,0.9565356356378552,-0.06932568845916204
-0.13869288975247257,0.6622342683960348,0.08989009747156554
0.07103315422379398,0.290609367997692,0.17102903887939386
-0.03283613158013641,0.23161758223963655,0.0903248869505135
-0.05280718416251748,0.8021375301197378,0.20553754988237075
0.11128140853749546,0.3480376452316908,-0.18272053001845628
0.07811710301983271,0.33221832795180717,-0.03566665389536644
-0.07052113619767915,0.41957271487117376,0.07330828757872207
-0.11389140159509406,0.5001395440732547,0.04456309323091619
-0.09539565127221544,0.32476052490667057,-0.0700670597435846
0.020660961805792202,0.5842121716318041,0.09466922874189176
-0.004556785062525064,0.3827656627677691,-0.3745340073384027
-0.15124557588154391,0.7600981637887645,0.18228020442536924
0.06198531180323415,0.16757069009326034,0.3042565130677979
-0.05507230677638645,0.6033922901721788,0.22959775520172268
-0.10240720398451471,0.22317347699279438,-0.13538688315254319
-0.04733406728087558,0.6994438880657964,0.21266434492489175
-0.02525504546204955,0.6609962053719741,-0.22161551507469432
-0.0038121615379617096,0.7254317174939612,-0.23283023100999783
-0.07220863948668349,0.2027211988295112,-0.20434296296847504
-0.040625158793820046,0.12935257370922604,-0.23886642605556788
0.03538364197359827,0.6139755744321727,0.067581719321248
-0.013003546424771176,0.1620456797156254,0.11760094757049716
-0.14665987701308347,0.7017244296874828,0.08930815649789825
0.06831652571079552,0.3697636384487968,-0.28771581926973633
-0.0447756685267164,0.0,0.21436497110056488
0.02576132911084282,0.5451892158056949,0.26575898034997775
-0.07982982950063144,0.7319501081489046,-0.13707487971509139
-0.0010829769987093507,0.27897684831881964,0.20892566967846765
0.046118218000112496,0.4072369118019409,-0.3628510274490978
-0.089779275101756,0.8362656735643387,0.03619040243419471
-0.10268231052480972,0.04894778091804082,0.1214582946698068
0.028751715491038728,0.7392928931753086,-0.13852629489789048
-0.08035238754667973,0.6390643826761133,0.09595270670776655
-0.009080505273203393,0.8014297618664806,0.07047411245167881
-0.027702523194736824,0.8067094640803264,0.032282026654484285
0.05534104449389065,0.02510569769182123,0.2813570290548295
0.02824572627227026,0.6763625973927578,0.04946179202269832
0.08241777312203281,0.4694998777066655,0.32245646482514284
-0.09785445454964305,0.9884880730020846,-0.04197232967420772
0.09452791946803199,0.30739869729541003,-0.016879414186114855
-0.08064624317620295,0.3276405024136255,0.011785559520518435
-0.09156005501741593,0.7550959612003016,-0.247531056677078
-0.12454418613792596,0.21401461186745552,0.1525558186578627
-0.05579964756969155,0.19034895752862663,0.07576269881605716
0.01671459540569104,0.9322910625243577,-0.056732139459117696
-0.15225976428882887,0.7172085352359722,0.02661950512398094
-0.10220980070525679,0.41104774566180535,0.06381319797378578
-0.0768578463404069,0.5909733202328104,0.21397274754710874
-0.030499381438738732,0.7160751922237196,0.18946228676523172
-0.08067278124812476,0.6747610496937051,0.17104543427417862
0.07055030805768557,0.30107200379702187,0.16294192381694134
